1528148735.623642, -0.000006625, 0.000001922, 0.000003722, 38.47, 2.44
1528148736.623613, 0.000017997, 0.000001922, 0.000003722, 39.01, 0.00
1528148737.623584, 0.000039833, 0.000001922, 0.000003722, 39.01, 0.00
1528148738.623594, 0.000022845, 0.000001922, 0.000003722, 37.93, 0.00
1528148739.623611, 0.000000812, 0.000001922, 0.000003722, 38.47, 0.00
1528148740.623614, -0.000005746, 0.000001922, 0.000003722, 39.55, 0.00
1528148741.623611, -0.000006402, 0.000002148, 0.000010421, 38.47, 0.26
1528148742.623603, -0.000001931, 0.000002148, 0.000010421, 38.47, 0.25
1528148744.633597, -0.000003849, 0.000002148, 0.000010421, 38.47, 0.00
1528148745.633591, -0.000001367, 0.000002148, 0.000010421, 39.01, 0.00
1528148746.633589, -0.000003248, 0.000002148, 0.000010421, 38.47, 0.00
1528148747.633589, -0.000006106, 0.000002148, 0.000010421, 38.47, 0.25
1528148748.643584, -0.000004569, 0.000002148, 0.000010421, 38.47, 0.25
1528148749.653579, -0.000003049, 0.000002148, 0.000010421, 39.01, 0.26
1528148750.653574, -0.000002389, 0.000002148, 0.000010421, 38.47, 0.00
1528148751.653569, -0.000001407, 0.000002148, 0.000010421, 38.47, 0.00
1528148752.653565, -0.000000967, 0.000002148, 0.000010421, 39.01, 0.00
1528148753.653564, -0.000004007, 0.000002148, 0.000010421, 38.47, 0.50
1528148754.653554, 0.000002053, 0.000002148, 0.000010421, 39.01, 0.52
1528148755.663548, 0.000003901, 0.000002148, 0.000010421, 38.47, 0.00
1528148756.663552, -0.000003420, 0.000002148, 0.000010421, 38.47, 0.00
1528148757.663550, -0.000004981, 0.000002148, 0.000010421, 39.01, 0.00
1528148758.663546, -0.000004214, 0.000002148, 0.000010421, 39.01, 0.00
1528148759.663544, -0.000006082, 0.000002148, 0.000010421, 39.01, 0.00
1528148760.663540, -0.000005163, 0.000002148, 0.000010421, 38.47, 0.00
1528148761.663524, 0.000006689, 0.000002148, 0.000010421, 38.47, 0.00
1528148762.663523, 0.000002862, 0.000002148, 0.000010421, 38.47, 0.00
1528148763.663519, 0.000002699, 0.000002148, 0.000010421, 38.47, 0.25
1528148764.663507, 0.000010295, 0.000002148, 0.000010421, 38.47, 0.50
1528148765.673514, -0.000001292, 0.000002148, 0.000010421, 38.47, 0.00
1528148766.673522, -0.000012247, 0.000002148, 0.000010421, 38.47, 0.00
1528148767.673508, -0.000001579, 0.000002148, 0.000010421, 38.47, 0.00
1528148768.673501, 0.000001155, 0.000002148, 0.000010421, 39.01, 0.00
1528148769.673510, -0.000011312, 0.000002148, 0.000010421, 38.47, 0.00
1528148770.673506, -0.000009672, 0.000002148, 0.000010421, 38.47, 0.00
1528148771.673498, -0.000005617, 0.000002400, 0.000004834, 38.47, 0.00
1528148772.673488, 0.000000767, 0.000002400, 0.000004834, 38.47, 0.00
1528148773.673486, -0.000001480, 0.000002400, 0.000004834, 38.47, 0.00
1528148774.673490, -0.000008304, 0.000002400, 0.000004834, 38.47, 0.25
1528148774.683490, -0.000008304, 0.000002400, 0.000004834, 38.47, 100.00
1528148775.683483, -0.000004218, 0.000002400, 0.000004834, 38.47, 0.00
1528148776.683477, -0.000002198, 0.000002400, 0.000004834, 38.47, 0.00
1528148777.683477, -0.000005536, 0.000002400, 0.000004834, 38.47, 0.00
1528148778.683476, -0.000007641, 0.000002400, 0.000004834, 37.93, 0.25
1528148779.683473, -0.000007834, 0.000002400, 0.000004834, 38.47, 0.00
1528148780.683460, 0.000001463, 0.000002400, 0.000004834, 37.93, 0.00
1528148781.683448, 0.000008925, 0.000002400, 0.000004834, 38.47, 0.00
1528148782.683454, -0.000000852, 0.000002400, 0.000004834, 38.47, 0.25
1528148783.683450, -0.000001146, 0.000002400, 0.000004834, 38.47, 0.00
1528148784.683437, 0.000007206, 0.000002400, 0.000004834, 38.47, 0.24
1528148785.693439, 0.000001522, 0.000002400, 0.000004834, 38.47, 0.52
1528148786.693440, -0.000003834, 0.000002400, 0.000004834, 37.93, 0.00
1528148787.693437, -0.000004052, 0.000002400, 0.000004834, 38.47, 0.00
1528148788.693436, -0.000006791, 0.000002400, 0.000004834, 38.47, 0.00
1528148789.693432, -0.000005297, 0.000002400, 0.000004834, 37.93, 0.00
1528148790.693424, -0.000001647, 0.000002400, 0.000004834, 38.47, 0.25
1528148791.693421, -0.000001655, 0.000002400, 0.000004834, 38.47, 0.00
1528148792.693420, -0.000004798, 0.000002400, 0.000004834, 38.47, 0.26
